TPSA MW FC BJ
29.10 265.36 0.1667 1.9595
107.83 356.36 0.1765 1.7852
98.99 410.31 0.4118 2.1060
84.30 382.46 0.4286 1.5423
54.82 454.55 0.1481 1.3623
71.41 429.59 0.5217 1.8325
68.29 306.39 0.2667 2.0169
72.24 276.32 0.1538 1.9116
51.14 446.62 0.3462 1.3570
58.64 394.51 0.4167 1.3110
49.84 336.36 0.4118 1.7523
71.45 436.92 0.0435 1.5967
68.62 446.98 0.5652 1.5447
53.35 334.38 0.1000 2.0538
83.91 349.41 0.2353 2.2202
68.29 320.41 0.3125 2.5169
81.93 343.41 0.2500 1.9248
43.78 446.63 0.4828 1.5224
42.74 410.56 0.4783 1.3998
56.15 399.49 0.2000 1.4039
75.44 279.34 0.6429 1.8716
61.36 305.43 0.6875 1.8634
97.38 494.39 0.0500 1.9674
58.53 308.79 0.0714 2.1369
67.98 378.48 0.3810 1.3716
76.66 352.39 0.3000 1.4142
66.40 315.76 0.1765 2.0287
27.05 264.33 0.1176 1.8995
62.39 304.17 0.1111 2.3952
65.74 358.78 0.1579 1.6884
89.03 453.59 0.2727 1.5140
30.03 421.03 0.6957 1.3581
73.02 387.51 0.3684 1.8867
85.91 373.41 0.4737 1.3111
84.94 378.45 0.2778 1.9999
102.37 415.85 0.2353 2.6598
50.16 360.89 0.4737 1.4396
88.91 459.57 0.2800 1.4511
71.86 315.33 0.0000 2.0463
59.08 414.46 0.1905 1.8556
64.36 465.35 0.1667 1.6123
46.11 296.71 0.1250 1.9963
69.16 380.47 0.2500 1.7522
88.69 469.95 0.0870 1.6372
60.25 360.48 0.5000 1.6937
84.94 474.97 0.1739 1.9356
58.64 366.46 0.3636 1.7858
82.86 394.43 0.1818 1.7432
38.33 350.19 0.0625 2.0723
80.23 353.38 0.2105 1.6454
71.82 299.36 0.1333 1.7187
53.16 420.37 0.2000 2.0245
124.84 420.44 0.3158 2.2567
67.87 374.82 0.2632 1.5131
56.79 287.31 0.1875 2.2750
67.43 354.45 0.3333 1.8926
67.35 284.38 0.7500 1.7582
58.81 347.39 0.4444 1.6185
63.83 339.18 0.2000 1.5838
69.64 455.56 0.3333 1.3538
119.09 389.46 0.4091 2.3697
65.71 264.28 0.0000 2.1108
58.64 410.56 0.5200 2.1116
49.85 372.49 0.3000 1.5440
83.64 384.39 0.1053 1.9127
85.38 348.36 0.0500 1.6758
94.84 409.44 0.2609 1.9293
84.71 263.30 0.4167 2.8092
75.02 490.38 0.2857 1.6756
65.20 385.89 0.4286 1.2859
20.31 253.29 0.5000 2.2561
64.63 207.19 0.2000 2.3604
30.82 352.62 0.1333 1.9036
40.86 205.22 0.0000 2.4518
94.34 459.54 0.5417 1.7624
61.02 296.37 0.4118 1.6128
58.64 460.90 0.4000 1.7458
66.92 400.50 0.3810 1.4215
78.95 403.52 0.5909 1.6155
64.11 359.48 0.2353 1.6652
30.71 301.80 0.0667 2.2489
58.64 302.37 0.5294 1.5615
47.56 305.76 0.1875 2.2631
64.35 208.26 0.3636 2.6181
88.77 345.39 0.3684 2.1990
46.84 351.38 0.5882 1.3439
90.58 408.46 0.3636 1.2584
90.92 370.37 0.0000 1.9173
64.74 345.41 0.1500 1.5578
75.63 390.51 0.5789 1.9431
63.16 463.92 0.0833 1.5048
64.63 289.33 0.3750 2.4970
61.04 283.33 0.3125 2.2131
69.73 352.43 0.2857 1.7758
87.72 330.34 0.2941 2.1851
41.91 336.46 0.3158 1.4744
43.78 434.56 0.4444 1.3842
69.44 309.32 0.1667 1.8901
76.73 317.35 0.1111 1.5803
49.41 344.41 0.1818 1.4994
104.83 401.42 0.0435 1.7258
26.71 366.60 0.6842 1.6325
23.47 255.77 0.4167 2.1601
68.33 393.51 0.3636 1.5200
65.08 399.25 0.1250 1.9303
38.25 305.38 0.2632 1.9144
123.81 478.20 0.0000 1.7519
93.20 388.54 0.4000 2.5336
41.99 310.40 0.0000 1.6052
71.78 346.41 0.2941 1.8080
65.78 448.30 0.2778 2.3121
67.01 289.36 0.2857 2.1318
75.63 335.43 0.2941 2.4159
37.19 475.65 0.6000 1.3107
57.78 273.38 0.6250 1.5929
85.38 314.34 0.3529 1.9084
80.89 295.33 0.0000 1.8922
92.67 396.49 0.5000 1.2856
130.00 377.37 0.0588 2.3235
87.24 319.39 0.3333 2.0546
68.39 247.25 0.2308 2.5800
45.92 382.50 0.5217 1.3898
39.44 278.31 0.0556 1.7487
52.65 476.02 0.3571 1.2246
71.11 377.49 0.6000 1.8355
73.34 363.42 0.1905 1.7294
80.57 336.35 0.0526 1.7314
85.83 321.38 0.1667 1.9131
43.86 405.49 0.6364 1.2346
26.79 265.40 0.8000 2.0772
91.81 348.45 0.6667 1.6451
88.68 347.80 0.2941 1.9883
29.02 311.82 0.2222 2.2858
50.69 407.33 0.2222 1.8277
77.52 403.29 0.3125 2.0350
102.95 449.90 0.1739 1.6040
59.06 333.23 0.1000 2.2611
58.64 352.43 0.3333 1.5995
89.87 348.44 0.5789 2.1099
58.20 330.39 0.0476 1.7271
47.14 192.22 0.3000 2.6765
54.88 267.33 0.3125 1.8957
71.41 471.60 0.3448 1.5744
59.31 319.36 0.2000 1.6850
38.33 297.40 0.3158 2.0470
49.41 360.82 0.2632 1.5712
58.12 338.45 0.4500 1.4717
38.33 443.28 0.0952 1.5836
87.32 342.40 0.3889 1.5491
71.09 387.48 0.2917 1.7683
62.41 316.40 0.4706 1.6068
59.08 378.86 0.5789 1.3704
51.27 269.30 0.2000 1.8576
129.85 403.35 0.0000 1.5847
107.45 436.45 0.0952 1.7346
33.61 209.25 0.1111 2.5482
64.13 469.61 0.4400 1.7236
42.01 410.90 0.2609 1.5974
42.24 366.26 0.0000 1.9189
79.46 433.53 0.1250 1.5066
50.94 341.41 0.0909 1.7530
42.98 337.47 0.3810 2.1976
71.95 365.86 0.5556 1.6271
58.36 381.50 0.3333 1.4124
68.60 347.40 0.2500 1.5999
39.19 335.45 0.5455 1.5078
115.30 485.56 0.4583 1.1418
76.38 476.61 0.3600 1.3617
82.53 299.40 0.6154 2.1340
48.79 410.56 0.5833 1.2499
84.94 404.49 0.3500 1.8664
25.24 349.26 0.3889 1.5747
34.14 296.39 0.2222 2.0265
32.34 393.71 0.2778 1.7196
59.83 305.42 0.7059 1.7158
89.87 439.51 0.4583 1.5629
61.88 422.31 0.3000 1.9332
72.70 379.49 0.2000 1.7203
101.57 438.50 0.1304 1.8114
50.36 382.41 0.2222 2.0808
73.86 331.37 0.4444 1.7427
46.17 383.54 0.1429 1.7187
70.53 386.41 0.1364 2.0522
38.33 345.44 0.1739 1.7244
66.48 473.39 0.1364 1.8831
74.24 330.39 0.4706 1.6112
105.69 375.34 0.0000 1.6411
51.97 402.47 0.1667 1.5703
73.91 304.73 0.0667 2.1691
23.55 330.50 0.5263 1.5053
78.84 440.55 0.2692 1.1777
95.04 375.46 0.2500 1.5293
72.92 489.60 0.2593 1.2133
56.67 469.99 0.3846 1.6362
72.35 291.44 0.5882 2.6962
80.12 401.54 0.5000 1.4893
60.15 248.31 0.4545 2.1989
36.68 218.32 0.5000 2.4666
51.26 283.42 0.5000 2.2712
76.14 418.59 0.5000 1.8569
57.59 308.38 0.3889 1.6017
88.10 495.62 0.6296 1.2047
97.42 393.45 0.4500 1.2663
76.14 388.88 0.1667 1.5264
75.55 265.29 0.3636 2.0738
87.05 351.41 0.3158 1.3478
55.17 262.35 0.6000 1.8133
89.93 412.88 0.3000 1.3668
55.57 346.40 0.4737 1.8159
65.72 447.54 0.0870 1.4317
122.76 409.40 0.2857 1.6133
58.37 395.53 0.3636 1.3463
64.36 359.61 0.2308 2.1120
62.30 345.45 0.1875 1.8613
50.36 244.36 0.8182 2.1877
77.25 365.43 0.2857 1.5083
75.92 391.37 0.3158 1.5651
68.40 369.46 0.3810 1.6109
68.09 404.58 0.6190 1.7974
109.86 377.40 0.2500 1.4508
37.38 277.73 0.0769 2.3167
76.02 422.55 0.4348 1.0536
50.16 330.48 0.7895 1.6129
29.10 253.27 0.0833 2.0291
93.53 452.49 0.3333 1.9354
72.24 359.60 0.0714 2.3642
58.20 272.28 0.0667 2.1011
64.63 335.43 0.4118 2.5524
43.95 268.36 0.4375 1.5408
49.85 304.39 0.5294 2.0495
116.09 439.86 0.1905 1.5660
51.24 320.39 0.5882 1.4324
55.13 328.11 0.0909 2.1032
66.48 409.24 0.0500 1.8298
65.63 358.47 0.4444 1.4477
44.76 398.20 0.1875 1.8536
95.48 308.34 0.5714 1.9907
66.46 477.56 0.3214 1.6161
65.98 302.35 0.4118 2.2825
67.60 329.40 0.4444 1.4377
75.71 431.34 0.2778 2.2697
46.09 355.38 0.3125 2.0979
55.40 309.43 0.5000 2.0423
118.85 441.46 0.0952 1.9383
94.57 481.35 0.2500 1.8587
85.11 411.82 0.3889 1.5342
87.99 457.31 0.0500 1.7965
84.94 392.48 0.3158 2.4348
96.45 386.38 0.1538 1.5437
45.15 296.39 0.1176 1.7618
35.01 366.46 0.1200 1.7118
76.66 410.51 0.4167 1.8635
102.05 443.51 0.2000 1.4569
68.17 384.44 0.1250 1.7178
47.56 319.43 0.3529 1.9574
59.81 406.49 0.1364 1.4326
109.57 447.58 0.4286 1.5370
23.55 453.83 0.3500 1.4755
63.13 389.50 0.3333 1.2943
97.83 360.41 0.3889 2.0032
76.72 349.77 0.2500 2.1058
56.15 309.37 0.2222 1.8228
79.62 348.42 0.3529 1.7489
58.64 406.94 0.4000 1.6544
47.36 339.44 0.5000 1.6504
92.32 409.49 0.4286 1.2197
32.78 464.68 0.4643 1.2406
35.86 330.43 0.4737 1.8905
85.17 380.45 0.4000 1.4947
68.01 241.29 0.1429 2.4643
90.57 358.37 0.3889 1.6848
86.71 477.36 0.0526 1.7254
64.37 396.44 0.1429 1.9916
60.93 385.49 0.3500 1.5073
82.89 467.44 0.5000 1.4562
29.10 470.92 0.0000 2.3034
23.55 342.49 0.2222 2.0717
86.71 388.83 0.0556 1.6735
37.38 281.42 0.6000 2.4070
58.12 378.40 0.4211 1.5198
41.57 407.32 0.2105 1.6696
101.13 428.58 0.3810 1.4218
56.17 384.52 0.4783 1.6851
83.03 284.38 0.7500 2.1415
51.22 350.44 0.1000 1.6251
62.74 437.58 0.5000 1.6139
47.56 297.35 0.1667 2.0943
70.93 351.39 0.2778 1.5202
60.15 338.31 0.2857 1.7922
68.02 333.80 0.1333 1.8285
85.13 418.27 0.0588 1.8025
26.71 378.11 0.5385 2.0198
75.80 408.50 0.4167 1.4461
63.99 438.31 0.0870 1.7220
75.71 438.98 0.3810 2.4033
43.07 349.25 0.0000 2.0333
78.45 363.42 0.1429 1.8538
41.99 489.17 0.0588 1.7157
62.72 409.49 0.0769 1.3247
72.05 340.40 0.1667 1.7158
95.94 414.42 0.0417 1.5318
79.05 350.38 0.1579 2.1018
81.16 327.38 0.3889 1.5195
32.34 282.39 0.2778 2.1638
51.22 256.31 0.2000 1.7779
64.32 278.32 0.1333 1.7383
76.18 327.43 0.4444 1.8721
75.63 343.42 0.5000 1.5757
68.71 338.36 0.2632 1.6551
57.84 395.41 0.3333 1.6515
81.47 384.39 0.0000 1.5119
52.60 367.64 0.0769 2.4775
89.35 451.55 0.3913 1.4075
42.01 328.41 0.4211 1.6966
88.42 384.82 0.1500 2.0140
52.29 352.44 0.4000 1.5932
89.26 342.78 0.0714 2.3994
32.86 171.20 0.0000 2.5365
58.14 345.20 0.0625 2.0224
54.46 421.58 0.5385 1.1503
50.69 323.18 0.0667 1.8095
58.81 377.44 0.2727 1.3553
77.25 337.38 0.2105 1.5612
75.71 364.47 0.6111 1.6360
41.37 376.57 0.8000 1.5347
92.26 412.45 0.1250 1.6263
23.55 408.49 0.3810 1.6512
114.48 425.47 0.1429 1.5071
90.93 461.51 0.2963 1.5777
49.41 300.28 0.4286 1.9713
75.80 482.58 0.2667 1.4424
73.56 377.43 0.1000 1.7080
101.49 420.47 0.2609 2.0228
73.86 355.39 0.4000 1.8585
40.71 187.25 0.1818 2.3665
39.68 426.63 0.5833 1.3814
33.73 304.43 0.6667 1.7457
70.50 404.85 0.0870 1.7982
57.12 385.42 0.0833 1.6560
67.45 359.40 0.4737 1.4241
83.76 313.38 0.5385 2.1346
68.52 374.42 0.1429 1.5044
93.25 355.44 0.4211 1.6472
61.31 435.28 0.0455 1.7467
29.10 350.27 0.1176 1.8980
92.78 468.51 0.1667 1.6503
73.80 288.35 0.4000 1.8365
81.95 384.48 0.5238 1.2799
32.34 334.81 0.0500 1.8580
71.25 412.49 0.1600 1.5591
44.12 309.16 0.2308 2.0114
61.77 425.99 0.2941 1.5394
29.54 309.41 0.3500 2.0182
70.43 456.59 0.2727 1.4959
75.63 285.30 0.1250 2.2213
44.81 484.06 0.3462 1.2482
81.81 387.44 0.1818 1.6222
57.69 393.34 0.5625 2.1750
103.27 346.37 0.2000 2.1529
51.02 362.48 0.4091 1.5888
78.43 306.41 0.5294 2.3460
45.23 323.44 0.5000 1.5651
94.48 490.96 0.3750 2.0704
54.88 301.29 0.2500 2.1728
82.18 384.46 0.2105 1.6199
107.50 277.24 0.1667 1.9992
41.57 310.82 0.5625 1.6974
75.63 354.20 0.4667 2.0380
74.65 444.62 0.7200 1.8217
113.09 493.61 0.4091 1.5712
85.17 316.37 0.4667 1.5104
91.56 383.40 0.2500 1.9591
47.09 376.44 0.1818 1.5010
54.45 289.42 0.5833 2.6776
67.93 279.35 0.1875 1.7676
51.22 276.72 0.1429 1.8619
81.39 455.58 0.4348 1.4805
46.92 407.88 0.1304 1.6483
73.86 329.35 0.2222 2.1338
61.88 427.59 0.6800 1.1068
55.40 339.44 0.4286 2.1379
35.58 315.46 0.6316 1.4831
88.18 375.43 0.5263 1.8023
54.27 344.82 0.0588 1.6883
36.92 336.81 0.3333 1.8382
75.71 354.41 0.4500 2.1178
98.27 261.24 0.1667 2.3374
23.55 342.87 0.3500 1.6025
54.46 369.44 0.4286 1.4285
55.07 393.48 0.3333 1.4864
55.56 220.27 0.4167 1.8205
59.83 460.58 0.4074 1.2734
77.42 344.42 0.5294 2.3745
61.46 436.58 0.3333 1.5238
60.85 358.46 0.3684 1.5745
84.50 410.50 0.1364 1.6656
64.63 376.26 0.2000 2.3958
52.65 411.57 0.4783 1.3758
32.34 238.72 0.4167 2.0241
38.33 317.82 0.2778 2.0884
47.56 325.41 0.2500 2.0203
55.76 319.08 0.0000 2.0757
35.26 341.41 0.0870 1.8667
73.85 320.35 0.2222 2.0076
107.82 378.18 0.0667 1.9868
90.14 324.34 0.1765 1.7092
93.96 390.49 0.4545 1.4214
101.78 477.47 0.0417 1.5071
68.54 299.33 0.1765 2.2118
24.30 422.54 0.6087 1.4651
105.72 343.37 0.2500 1.7442
51.22 308.74 0.2000 2.0069
77.84 466.33 0.1667 1.6606
41.13 306.82 0.1333 1.6786
111.01 337.33 0.4667 1.6426
29.10 281.69 0.0714 2.0736
75.71 362.45 0.2778 2.2162
79.20 389.33 0.2105 1.5846
74.77 484.67 0.5769 1.4969
61.88 339.34 0.5000 1.5594
79.05 328.37 0.5294 1.7788
39.94 325.44 0.2222 1.5096
45.48 340.35 0.4706 1.4655
48.53 365.44 0.0870 1.5032
49.57 309.44 0.3889 1.8319
32.34 294.83 0.5625 1.7368
24.94 366.50 0.3913 1.4068
80.85 413.50 0.2381 2.0699
58.80 249.31 0.4615 1.9001
82.45 399.47 0.3500 1.6089
78.27 436.90 0.1739 1.4907
70.76 412.88 0.1905 1.5998
134.56 356.42 0.2667 1.5599
70.23 337.42 0.3000 1.6614
70.47 353.43 0.4211 1.4640
59.95 322.41 0.7500 1.7352
62.32 389.50 0.6190 1.7097
60.03 336.43 0.6111 1.8890
75.44 325.37 0.2778 1.8382
102.76 494.59 0.5556 1.4245
58.20 334.44 0.5789 1.8307
78.45 405.48 0.1818 1.5412
76.15 422.48 0.3500 1.9197
70.92 337.77 0.0000 1.6889
30.71 285.35 0.0526 1.8872
66.48 428.94 0.1364 1.8652
44.29 262.31 0.0000 2.0102
68.26 216.24 0.0833 2.1833
75.71 438.55 0.2083 1.8982
81.41 449.58 0.3333 1.4993
30.49 349.83 0.3684 1.5787
41.57 300.33 0.2353 1.6643
57.95 358.44 0.2727 1.5850
35.58 428.37 0.3182 1.3242
30.93 345.41 0.4000 1.8455
87.66 330.37 0.0625 1.9493
46.61 323.32 0.1579 1.8248
32.78 376.91 0.3158 1.4722
58.44 338.41 0.4211 1.5391
58.22 265.36 0.7143 1.8154
49.41 332.42 0.5789 1.5239
58.56 456.59 0.3929 1.3509
72.70 327.77 0.1250 1.6621
63.94 460.57 0.3929 1.3541
32.78 375.27 0.2778 1.6082
55.20 395.53 0.4091 1.7443
67.17 365.39 0.0526 1.5748
60.47 420.55 0.6957 1.7103
59.50 434.56 0.3200 1.3338
41.57 304.43 0.6111 1.5894
63.99 375.45 0.0952 1.5989
57.13 267.29 0.1333 2.2471
59.81 366.78 0.0000 1.5984
114.07 440.46 0.1200 1.7359
86.48 481.50 0.3182 1.5149
87.58 382.46 0.4762 1.6625
58.22 381.44 0.0833 1.7681
72.86 350.47 0.4500 1.4135
67.05 405.88 0.1304 1.9015
102.69 463.53 0.3462 1.3369
45.75 234.32 0.5000 2.2091
104.74 470.48 0.1111 1.4692
42.25 379.20 0.1875 2.2064
64.11 249.29 0.1818 2.0270
75.71 482.45 0.1364 1.8784
102.32 464.57 0.3846 2.0827
83.56 249.30 0.4000 1.7176
51.97 336.87 0.5294 1.8821
51.91 451.57 0.1667 1.2928
94.69 426.23 0.0000 1.9504
78.79 354.41 0.3158 1.5318
53.94 351.48 0.4211 1.6464
109.57 361.42 0.1765 2.1775
67.87 418.47 0.0870 1.7907
93.04 398.37 0.1500 1.3987
103.13 425.44 0.3182 1.4152
32.59 295.77 0.0556 2.1327
49.33 302.76 0.2667 1.6449
49.41 412.96 0.4167 1.4936
77.57 395.51 0.4091 1.5611
84.50 436.53 0.2083 1.5555
58.20 360.46 0.2174 1.7262
39.68 358.53 0.7143 1.3454
42.01 384.52 0.6957 1.2321
29.10 251.33 0.1176 2.0794
41.99 336.46 0.2000 1.6674
97.83 427.48 0.2381 1.9213
93.45 279.34 0.4286 2.2999
66.48 362.43 0.2778 1.9445
78.95 407.47 0.2609 2.0189
88.07 417.48 0.5455 1.7084
78.45 357.45 0.5000 1.6624
59.31 339.78 0.0526 2.0219
78.60 368.42 0.1111 1.7186
38.33 293.73 0.1333 2.2818
69.03 378.52 0.7000 1.9845
53.51 421.99 0.4762 1.7055
53.09 373.50 0.6190 1.7992
54.71 427.30 0.1905 1.5225
81.18 327.37 0.1250 1.7274
84.86 480.49 0.4783 1.7395
79.37 415.90 0.1000 1.9376
42.32 372.47 0.1739 1.5418
62.30 393.49 0.1250 1.7085
66.48 344.73 0.0000 2.0124
53.16 353.37 0.1250 2.1083
78.33 419.56 0.2727 1.5329
73.97 429.52 0.3200 1.3865
44.37 407.89 0.3810 1.6904
85.37 384.46 0.2105 1.5625
72.95 322.37 0.2778 1.4229
42.52 280.39 0.5000 1.9865
44.81 434.02 0.7083 1.2507
61.87 309.42 0.4444 1.6998
76.07 249.22 0.3333 1.8696
68.29 382.42 0.0417 1.7039
55.84 321.40 0.3750 2.2957
122.24 398.44 0.5294 2.2557
62.30 397.54 0.4091 1.3727
71.11 354.38 0.2105 1.6367
59.81 410.52 0.3182 1.5570
42.24 415.23 0.0000 1.9161
61.19 337.17 0.2143 2.1755
82.30 368.44 0.3500 1.5663
77.24 293.35 0.3077 2.1239
46.15 394.47 0.2500 1.3413
71.62 371.82 0.2632 1.6485
78.67 344.46 0.3750 1.6618
126.69 405.43 0.2222 2.3072
88.60 431.54 0.3000 1.5164
98.22 403.89 0.2105 2.0360
32.34 266.34 0.2353 1.7011
42.16 259.35 0.4667 1.8806
67.37 372.42 0.0870 1.5648
44.37 448.01 0.2963 1.1994
24.50 224.28 0.5000 1.6863
79.31 358.46 0.6250 2.0162
58.64 362.43 0.2727 1.8063
40.71 277.37 0.1667 1.9146
87.20 280.33 0.6154 2.0981
63.25 447.58 0.1250 1.5016
67.43 377.24 0.1765 2.1129
37.38 373.84 0.1304 1.6134
64.16 396.41 0.6316 1.6103
51.26 369.53 0.3810 1.8550
67.43 340.42 0.3000 1.8043
69.26 330.35 0.0526 1.7601
65.04 337.44 0.5000 1.8224
54.88 321.83 0.2667 2.0264
48.11 433.53 0.2800 1.7403
81.59 393.49 0.5000 1.4472
68.96 386.46 0.1818 1.5833
99.62 282.37 0.2000 2.7235
71.09 477.69 0.0000 1.8728
73.39 388.90 0.4211 1.6148
64.74 379.51 0.4091 1.6710
59.39 432.57 0.3846 1.2910
80.12 353.43 0.4737 1.3926
84.08 301.33 0.0714 1.9285
59.93 340.81 0.1667 1.7964
49.41 336.78 0.0526 1.6101
118.80 453.52 0.1304 1.9198
49.85 402.51 0.5652 1.5058
70.56 363.34 0.1667 1.9656
23.55 280.78 0.2308 2.3566
54.46 371.51 0.5000 1.4723
112.81 438.59 0.6190 2.3785
36.67 411.55 0.3077 1.3626
59.98 325.42 0.3889 1.7491
51.02 326.44 0.6316 1.6340
83.73 364.38 0.1579 1.5158
52.89 330.48 0.2941 2.5000
76.50 456.62 0.6522 1.7280
62.46 231.25 0.1538 2.5814
109.62 439.49 0.1364 1.9153
83.03 304.35 0.4000 1.8957
57.69 388.46 0.3500 1.6767
89.35 425.53 0.5652 1.2763
81.51 409.90 0.4706 1.2632
103.70 353.37 0.2500 1.9876
46.92 287.22 0.1667 2.2495
49.50 314.43 0.5263 1.6935
66.48 302.78 0.4167 2.1547
88.33 382.46 0.4286 1.5337
50.60 422.50 0.3333 1.6433
67.23 400.91 0.4762 1.2856
62.32 471.52 0.6522 1.6355
80.76 313.38 0.6154 1.7804
29.10 299.68 0.0714 2.2429
80.76 409.49 0.4348 1.2694
70.24 306.39 0.4000 1.9345
45.17 370.49 0.4545 1.6369
96.87 347.38 0.1053 1.5955
89.43 471.55 0.2917 1.8540
46.09 473.55 0.2609 1.4390
48.91 216.28 0.3077 2.1892
59.00 376.28 0.5882 1.7139
73.22 309.32 0.1176 1.7988
63.39 293.40 0.5385 1.9465
71.34 443.73 0.0000 1.8444
66.48 372.37 0.1875 2.2436
73.85 381.46 0.2105 1.8804
89.75 330.34 0.2941 2.5118
41.99 200.24 0.1667 2.6024
72.18 341.42 0.0667 1.7275
67.77 246.29 0.2727 1.7118
73.34 337.38 0.2105 1.7212
74.50 349.82 0.4375 1.8283
56.17 336.48 0.6842 1.6901
49.41 218.26 0.3333 2.5114
80.33 312.33 0.2500 1.7417
58.86 331.40 0.0556 1.6585
67.43 326.40 0.2632 1.9843
29.54 382.26 0.1500 1.4708
78.43 460.68 0.0000 2.1099
47.09 370.40 0.3000 1.5676
78.92 413.45 0.1600 1.5275
90.70 316.31 0.1875 2.2845
39.94 229.28 0.3846 1.5816
81.31 411.51 0.5238 1.2133
45.17 442.57 0.5385 1.3526
58.20 436.56 0.2414 1.6047
66.92 472.58 0.4762 1.9435
65.38 363.72 0.2857 2.3194
69.02 284.36 0.5625 1.4452
49.77 441.88 0.4091 1.6139
85.25 398.42 0.0870 1.2805
99.57 446.94 0.4286 1.5209
84.98 403.47 0.0476 1.4281
43.78 326.44 0.3500 2.0997
70.59 377.51 0.6111 1.7939
58.20 300.33 0.1765 2.0374
73.91 340.42 0.3000 1.8711
29.10 312.11 0.0000 2.2398
63.69 369.46 0.4286 1.5938
74.01 403.51 0.5263 1.6591
21.70 454.05 0.5000 1.7115
27.96 265.36 0.1765 2.0600
83.36 300.32 0.2857 1.9003
65.79 369.73 0.1875 2.0605
40.62 334.85 0.4444 2.0391
84.66 391.37 0.4211 1.5865
68.50 319.39 0.4000 1.7044
58.22 375.90 0.5000 1.5731
74.85 370.26 0.2667 1.6301
49.85 274.32 0.4667 1.7043
75.71 304.34 0.4167 2.8781
78.87 354.83 0.5294 2.3190
53.56 382.47 0.2500 1.8649
99.69 443.57 0.3478 2.0376
27.63 247.37 0.3846 2.1115
62.83 403.89 0.2632 1.3856
89.66 329.34 0.2000 1.5465
62.30 313.33 0.2353 1.6009
29.10 279.81 0.5625 1.9854
26.93 317.19 0.1333 2.1902
42.50 375.94 0.6190 1.4768
61.83 224.21 0.2727 2.6434
27.30 251.40 0.4615 2.2130
84.47 399.50 0.6190 1.2993
109.10 323.38 0.3846 2.0759
68.29 306.39 0.2667 2.3621
49.33 247.68 0.0000 2.1114
81.47 290.25 0.0714 2.2806
55.74 307.35 0.1111 1.8012
46.92 327.81 0.2222 1.8656
33.02 287.72 0.0625 2.5558
55.57 354.33 0.4118 1.6809
66.02 329.35 0.2778 1.5621
66.71 476.63 0.2800 1.5258
32.78 342.46 0.3158 1.5190
36.44 301.42 0.3750 1.8293
41.57 338.45 0.3810 1.5791
72.70 363.44 0.2000 1.7121
55.63 275.31 0.0625 1.6664
110.90 395.40 0.0000 1.5442
85.61 416.23 0.1053 2.0066
88.39 384.44 0.4211 1.6845
51.39 349.43 0.3333 1.5456
42.68 321.80 0.3529 1.9971
53.32 340.47 0.5500 1.5234
64.11 307.35 0.1667 1.9476
75.71 386.47 0.3500 1.5461
29.54 345.44 0.3158 1.6968
62.80 259.31 0.3333 2.5432
52.89 335.59 0.0000 2.3134
90.18 379.46 0.3810 1.4182
64.68 318.38 0.1000 1.7165
87.85 450.33 0.4286 2.2700
32.34 304.41 0.5000 2.0243
114.23 444.47 0.0000 1.4194
50.36 270.33 0.3333 2.3513
72.63 240.65 0.2000 2.4167
45.48 328.46 0.5500 1.6280
39.72 331.46 0.7000 1.4923
68.02 313.40 0.5000 1.5151
79.49 261.28 0.2308 2.5418
67.16 466.36 0.0455 1.5107
24.92 244.36 0.2143 1.8162
68.92 350.42 0.2500 1.7842
84.50 343.18 0.3077 2.3754
49.33 261.71 0.0714 2.1357
73.80 328.37 0.0625 2.1353
79.90 385.39 0.3000 1.7704
75.71 406.48 0.3500 1.5747
53.99 415.67 0.2353 2.3043
87.54 453.57 0.3043 1.6271
27.05 276.34 0.1667 1.9855
42.24 243.31 0.4000 1.8209
29.54 424.37 0.1579 1.7217
77.29 351.41 0.2500 1.6144
88.18 485.61 0.4800 1.5048
57.01 387.89 0.2105 2.0012
79.26 341.42 0.3889 1.6285
73.91 335.41 0.2105 1.7871
79.37 309.32 0.4118 1.4158
38.33 357.45 0.1250 1.9578
66.23 379.46 0.3810 2.0630
84.27 326.14 0.0000 2.1162
65.72 418.27 0.1176 1.9423
56.79 457.62 0.3333 1.6460
62.30 385.89 0.3810 1.4515
68.54 323.41 0.3750 2.3519
97.48 361.42 0.3529 1.6116
70.07 324.43 0.4737 1.6602
94.82 378.85 0.2667 1.9045
98.58 479.56 0.3333 1.4263
81.85 395.46 0.4286 1.5853
85.26 302.33 0.6000 1.4959
56.79 299.33 0.2353 1.6135
32.70 305.46 0.6842 1.7829
72.19 396.54 0.1429 1.8190
39.44 286.25 0.3571 2.7032
75.27 272.30 0.1818 2.6246
38.33 375.05 0.0714 1.9198
50.44 204.22 0.2500 2.8708
59.00 401.51 0.2000 1.7832
73.80 316.43 0.4375 2.0588
76.15 342.42 0.5333 2.0359
65.08 346.18 0.0667 2.0487
68.82 490.93 0.3333 2.2794
83.47 261.27 0.3000 2.5684
72.24 339.19 0.5000 1.6878
96.57 333.37 0.3333 1.7497
38.33 291.35 0.1053 1.8162
33.45 267.33 0.2353 2.0578
131.74 458.43 0.0833 1.5610
55.40 364.29 0.6000 2.3922
68.32 324.32 0.1250 1.9911
102.99 424.51 0.4762 1.1640
81.61 405.25 0.0500 1.9676
51.02 340.81 0.2778 1.6818
103.95 382.46 0.4286 1.6049
67.35 410.54 0.4091 1.6048
90.13 410.45 0.1905 1.7992
95.05 367.43 0.2222 1.5889
79.14 381.46 0.1500 1.4363
